filename,SMILES
19405.png,Cc1ncc2c(c1O)CSSC2
19406.png,CCCCOCCOCCOC(=O)C(C)OC(C)=O
19407.png,CCC1(C2=CCCCC2)C(=O)NC(=O)N(C)C1=O
19408.png,COc1ccc(C[n+]2ccc3ccccc3c2)cc1
19409.png,CC(=O)CC(=O)Nc1ccc(C)c(C)c1
19410.png,CC(=O)Nc1ccn(C2CCC(OC3OC(C)C(N(C)C)C(OC(C)=O)C3OC(C)=O)C(C)O2)c(=O)n1
19411.png,O=[N+]([O-])c1ccc(Cn2on2-c2ccccc2)cc1
19412.png,CNc1nc2c(Cl)c(Cl)ccc2n1COC(CO)CO
19413.png,CSC(=Nc1nccs1)NC(=O)c1cccc(Cl)c1
19414.png,CCCOc1c(OC)cccc1C(=O)OCCN(C)C
19415.png,CNC(=O)CNC(=O)CCC(=O)N(C)C
19416.png,CC(CN)C1(O)c2ccccc2-c2ccccc21
19417.png,CCCCCCCCCC(=O)CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
19418.png,O=C(Nc1[nH]c(=O)ncc1F)c1ccccc1
19419.png,CCCCCN1CCN(C(CC(=O)c2ccccc2)C(=O)c2ccccc2)CC1
19420.png,Nc1ccc(-c2nc3ccc(F)cc3s2)cc1Cl
19421.png,COc1ccccc1CCN(CC(=O)N(CCCN=C(N)N)CC(=O)N[C@H](CCCN=C(N)N)C(N)=O)C(=O)CN(CCCN=C(N)N)C(=O)CN(CCCN=C(N)N)C(=O)CNCCCCCCN
19422.png,CCN(CC)CCC(=O)Oc1ccc(NC(=O)OC2CCC(OC(=O)Nc3ccc(OC(=O)CCN(CC)CC)cc3)CC2)cc1
19423.png,O=[N+]([O-])C=Cc1cc2ccc3ccccc3c2[nH]1
19424.png,CCn1c2ccccc2c2cc(-n3c(=O)c4ccccc4c4ccccc4c3=O)ccc21
19425.png,O=C(CCCCC(=O)OCC(=O)c1ccc(Br)cc1)OCC(=O)c1ccc(Br)cc1
19426.png,O=C(O)c1nn(-c2ccc([N+](=O)[O-])cc2)c(-c2ccccc2)c1C(=O)O
19427.png,N#CC=C1C=CC(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
19428.png,O=C1C(N2CCCCC2)=CC(=NS(=O)(=O)c2ccccc2)c2ccccc21
19429.png,CC1SC(C)N(CC#N)C(C)S1
19430.png,C[n+]1cccc(NC(=O)c2ccc(NC(=O)c3ccc(C(=O)Nc4ccc[n+](C)c4)cc3)cc2)c1
19431.png,O=[N+]([O-])c1ccc2nc3c4ccccc4c4ccccc4c3nc2c1
19432.png,c1ccc2c(c1)CC1CCCCN1C2
19433.png,Cn1c(=O)c2c(ncn2CCCN(CC(=O)N(CCCN=C(N)N)CC(=O)N[C@H](CCCN=C(N)N)C(N)=O)C(=O)CN(CCCN=C(N)N)C(=O)CN(CCCN=C(N)N)C(=O)CNCCCCCCN)n(C)c1=O
19434.png,CC(C#N)=C1OC(=O)C(C)=C1N
19435.png,CCOC(=O)c1ccc(/N=N/c2ccccc2)cc1
19436.png,NC1CCCC2=C(O)C(O)=CCC2C1
19437.png,C=CC(OCOCC[Si](C)(C)C)C(CC)OC(CCCOC(=O)C(C)(C)C)OC
19438.png,CC(C)(C)NC(=O)NCC(O)CNC(=O)NC(C)(C)C
19439.png,O=C1NC(=O)c2c1ccc(Nc1ccccc1)c2Nc1ccccc1
19440.png,CC(C)(C)CC(C)(C)c1ccc(O)c(SSc2cc(C(C)(C)CC(C)(C)C)ccc2O)c1
19441.png,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2cccc(F)c2n1
19442.png,C=C(Cl)C(Cl)=C(Cl)Cl
19443.png,COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1OC(C)=O)[C@@]1(C)CC(=O)C(OC(=O)C=C(C)C)=C(C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)C=C(C)C)[C@@H]24
19444.png,CC1(C)C2=CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CCC12OCCO2
19445.png,Fc1ccc(-n2nnnc2SSc2nnnn2-c2ccc(F)cc2)cc1
19446.png,CCN(CC)S(=O)(=O)c1cc(Cl)c(/N=N/c2ccc(N(CCO)CCO)cc2NC(C)=O)cc1Cl
19447.png,CC[C@]12CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(c4cc5c(cc4OC)N(C=O)[C@H]4[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]6(CC)C=CCN7CC[C@]54[C@@H]76)C[C@H](C3)[C@H]1O2
19448.png,O=C1NNS(=O)(=O)c2ccccc21
19449.png,CC(COc1ccc([As](=O)(O)O)cc1[N+](=O)[O-])O[N+](=O)[O-]
19450.png,Cc1cc(C(=O)O)ccc1F
19451.png,CNc1ccc(C(=O)O)cc1[N+](=O)[O-]
19452.png,COc1cc(N(CCCl)CCCl)ccc1/C=N/c1ccc2c(c1)nc(C)n2C
19453.png,N#Cc1c(N)sc2c1-c1ccccc1OC2
19454.png,Cc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(C)c1
19455.png,O=C(CCC[n+]1ccc(-c2ccc(Cl)cc2)cc1)c1ccccc1F
19456.png,COc1ccc(C=NN2C(=O)c3ccccc3C2=O)cc1OC
19457.png,CCC1([N+](=O)[O-])COC(C2CC=C(C)CC2C)OC1
19458.png,CCCC(C)(CC(=O)OCC)CC(=O)OCC
19459.png,CC(=O)Oc1cc(C(C)(C)C)c(OC(C)=O)cc1C(C)(C)C
19460.png,CSCC[C@H](NC(C)=O)C(=O)Oc1cccc2ccccc12
19461.png,CCOC(=O)Nc1c(C)cc(C)cc1C
19462.png,O=C1C(=Cc2ccccc2)OC(c2ccccc2)OC1=Cc1ccccc1
19463.png,CC(C)c1ccc(C(=O)OCCCc2ccccc2)cc1
19464.png,COc1cc(C2SC(N)=Nc3c2c(C)nn3C(=O)c2ccccc2O)ccc1O
19465.png,OC(COc1ccc(Cl)cc1)CN1CCN(c2ccc(Cl)cc2)CC1
19466.png,CC(C)(C)OC(=O)N[C@@H](CCC(=O)O)C(=O)OCc1ccccc1
19467.png,Nc1nc(Cl)cc(OCC2(CO)CCC2)n1
19468.png,CCC(C)Nc1nc(Cl)nc(NCCCOC)n1
19469.png,O=C1Nc2ccccc2OC1(c1ccc(O)cc1)c1ccc(O)cc1
19470.png,COc1ccc(NC=CC2=[N+](C)c3ccccc3C2(C)C)c(OC)c1.[Cl-]
19471.png,CC1(C2=CCCCC2)C(=O)NC(=O)N(c2ccccc2)C1=O
19472.png,CCSC(SC)=C(C#N)C(=O)OC
19473.png,C=C(OCC)c1nc2c(Cl)ncnc2n1Cc1ccccc1
19474.png,CCN(CC)C(=S)SS(C)(=O)=O
19475.png,CCCCCCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCCCCCC.COS([O-])(O)O
19476.png,O=C(O)C1CN(C(=O)OCC2c3ccccc3-c3ccccc32)CS1
19477.png,NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)O
19478.png,C[CH2][Al]([Cl])[Cl]
19479.png,C1C2CC3CC1CC(C2)C31COO1
19480.png,Cc1ccc(/N=C2\SC(=S)N(CCC[N+](C)(C)C)\C2=N\c2ccc(C)cc2)cc1
19481.png,O.O=C1OC2(c3cc(Br)c(O)cc3Oc3cc(O)c(Br)[c]([Hg])c32)c2ccccc21
19482.png,COC(=O)C(C)CC(C)C(=O)OC
19483.png,NC(=O)NCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1
19484.png,C[C@@H]1CC[C@@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](OC[C@H]7O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]7O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
19485.png,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)OC(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C
19486.png,CN1CCN2c3ccccc3Cc3ccccc3[C@H]2C1
19487.png,Nc1ncnc2c1ncn2CCCCCCC(=O)O
19488.png,CNc1ccc(N(C)CCO)cc1[N+](=O)[O-]
19489.png,O=CNc1cc(F)c(NC=O)cc1F
19490.png,CC(C)OC(=O)Nc1ccccc1F
19491.png,Cc1noc(C)c1CCl
19492.png,CC(C=CC=C(C)C=CC=C(C)C=CC(OC1OC(C)C(O)C(O)C1O)C(C)(C)O)=CC=CC=C(C)C=CC=C(C)C=CC=C(C)C=CC(OC1OC(C)C(O)C(O)C1O)C(C)(C)O
19493.png,CCOC(=O)NC(CCN(C)C)(c1cccc2ccccc12)C(C)C
19494.png,CCCCc1cccc(OC)c1
19495.png,CCOC(=O)c1ccc(N)cc1
19496.png,CC(=O)OCC1OC(n2c(C)c(C)c(C)c(C#N)c2=S)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
19497.png,[N-]=[N+]=Nc1ccnc(N=[N+]=[N-])n1
19498.png,NC(N)=NCCC[C@H](N)C(=O)O.O=S(=O)(O)CCS
19499.png,c1ccc([Si](OO[Si](c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1
19500.png,CCCCCCN(CCCCCC)CC(O)c1cc(-c2ccccc2)nc2c([N+](=O)[O-])cccc12
19501.png,NC(=O)Cc1ccc(/N=N/c2ccc(/N=N/c3ccc(/N=N/c4c(O)ccc5cc(S(=O)(=O)[O-])ccc45)c4ccc(S(=O)(=O)[O-])cc34)c3ccc(S(=O)(=O)[O-])cc23)cc1.[Na+].[Na+].[Na+]
19502.png,CC(C)(CCNC(=O)c1ccco1)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2c(c1)OCO2
19503.png,Cn1nnc(C(F)(F)F)n1
19504.png,O=C1C2CCCCC2C(=O)N1SC(Cl)(Cl)Cl
19505.png,Cc1ccc(C(=O)C=CCl)c(C)c1
19506.png,Cc1c(N2CCCC(C)(N)C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12
19507.png,CC(=O)N[C@@H](CSN=O)C(=O)O
19508.png,CCCC/N=C1\OCc2[nH][nH]c(=O)c21
19509.png,C=CCOC(=O)C(C)OC(=O)C(C)O
19510.png,CN(C)P(=O)(c1ccccc1)c1ccccc1
19511.png,CC=CC=C(C(=O)OC)C(=O)OC
19512.png,CNc1ccc(CC(=O)O)cc1
19513.png,CCOCC1CS1
19514.png,[2H]c1cc2c(c([2H])c1O)CCC1C2CCC2(C)C1CC[C@@H]2O
19515.png,COc1cccc2cc3c(NCCCN(C)C)nnc(NCCCN(C)C)c3cc12
19516.png,CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(C)C
19517.png,O=C(C=C(c1ccccc1)C1C2C=CC(C2)C1c1ccccc1)c1ccccc1
19518.png,CSc1ncnc2c1ncn2C1OC(CO)C(O)C1O
19519.png,CCC1=C(CC)c2cc3[n-]c(cc4[n-]c(cc5nc(cc1n2)C(CC)=C5CC)c(CC)c4CC)c(CC)c3CC.[Mg+2]
19520.png,[H]/N=C(\SCCCC)N(C)N
19521.png,COc1ccc(C2=C(c3ccccc3)c3ccc(OC(C)=O)cc3OC2(C)C)cc1
19522.png,COCCN1C(N)=C(C#N)C=C2CCCC(N=C(C#N)C#N)=C21
19523.png,C[N+](C)(C)C[C@@H](CC(=O)O)OC([11CH3])=O
19524.png,CC(=O)c1ccc(Nc2ccnc3cc(Cl)ccc23)cc1
19525.png,CCC(=Cc1sc2ccc(OC)cc2[n+]1CCCS(=O)(=O)O)C=C1Sc2ccc(OC)cc2N1CC
19526.png,CN1C2CCC1CC(C)(O)C2
19527.png,COC(=O)c1ccccc1-c1ccccc1C=O
19528.png,NNC(=O)c1cc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2[O-])cc1
19529.png,CN1[C@@H]2CC[C@H]1CC(OC(=O)C1Cc3cc(Cl)ccc3O1)C2
19530.png,CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2cccc(S(=O)(=O)F)c2)c1
19531.png,CN1CCC(OC(=O)c2ccccc2)(c2ccccc2)CC1
19532.png,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C1CC1(C(C)=O)CC3OC1CC(N)C(O)C(C)O1
19533.png,CC=C(C)C(=O)OC
19534.png,CC(=O)NC1=C(O)c2ccccc2C(=O)C1=O
19535.png,CN(C)CCCN1C(=O)N(CCCN(C)C)c2c3cc(O)ccc3nc3c([N+](=O)[O-])ccc1c23.Cl
19536.png,CC(COC(=O)c1ccccc1)[N+](=O)[O-]
19537.png,CC1(NC(=O)c2ccc(N)cc2)C2CC3CC1CN(C2)C3(C)C
19538.png,O=C(O)C1COCN1C(=O)c1cccnc1SSc1ncccc1C(=O)N1COCC1C(=O)O
19539.png,CC1CCN(CCC(=O)c2cccc(O)c2)CC1
19540.png,COc1ccc(C(O)C2CCCCN2)cc1
19541.png,COc1ccc(C(=O)c2ccc(OC)c(S(=O)(=O)N(C)C=O)c2)cc1S(=O)(=O)N(C)C=O
19542.png,CC(C)[C@H]1[C@@H](OC(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN2C[C@H]3CCS[C@H]3C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O
19543.png,O=c1[nH]cc(/N=C/c2ccccc2O)c(=O)[nH]1.[Cl][Pt]
19544.png,CCC[CH2][Pb]([CH2]C)([CH2]C)[CH2]C
19545.png,O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc(Cl)c(Cl)c1
19546.png,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2cccc(I)c2)C1(C)C
19547.png,O[N+]1(Cc2ccccc2)CCCCC1C1COC(c2ccccc2)(c2ccccc2)O1.[Cl-]
19548.png,O=[N+]([O-])c1cc(Cl)cc(C(c2cc(Cl)cc([N+](=O)[O-])c2O)C(Cl)(Cl)Cl)c1O
19549.png,O=CNCCCN(C=O)CCCNC=O
19550.png,CN(C)Cc1ccccc1CC(N)=O
19551.png,O=c1oc2ccccc2nc1C=C(O)c1ccc(Cl)cc1
19552.png,O=C1C2=C(Nc3ccccc3N2)OC1c1ccc2c(c1)OCO2
19553.png,CCCCCCCCCCOC(=O)C[n+]1cccc(C(N)=O)c1
19554.png,CC(C)(C)NCC(O)COCC1COc2ccccc2O1
19555.png,Cc1cc(N)ccc1-c1cc(C)c(N)c(C)c1C
19556.png,COc1ccccc1OCCOCCN(C)C1CC(C)CCC1C(C)C
19557.png,Nc1ccc(O)c(O)c1O
19558.png,CC(=NNC(N)=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O
19559.png,C[NH+](C)CCCC1(C#N)c2ccccc2CCc2ccccc21.[Cl-]
19560.png,Nc1cc(OC(F)F)c(Cl)cc1Cl
19561.png,CCCCOC(C)C
19562.png,CC1(C)C2CCC1(C)C(OC(=O)CSC#N)C2
19563.png,COc1ncc(Br)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
19564.png,CCCCCc1cccc(CN)n1.O.O.O.O=P(O)(O)[OH2+].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[H+].[H+].[NH2-].[NH2-].[NH2-].[NH2-].[NH2-].[No].[No].[No].[No].[No].[No].[No].[Np]
19565.png,O=C1C=CC23CC1C(O)CC2C=Cc1ccccc13
19566.png,CC=C(CC)C(C#N)(C#N)CCC
19567.png,CCOC(=O)C(CC)(C(=O)NCCN1CCCCCCC1)c1ccccc1
19568.png,[Cl][BiH][Cl]
19569.png,Cn1c(=O)c2[nH]c(N=O)nc2n(C)c1=O
19570.png,CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC
19571.png,O=C1OC(C2Cc3ccc4c(c3C2=O)CCC4)c2ccccc21
19572.png,COCCOCn1c(N)c(C#N)c2c(N)ncnc21
19573.png,Ic1ccc2cc(I)ccc2c1
19574.png,CC(C)N(CCC(C#N)(c1ccccc1)c1ccccn1)C(C)C
19575.png,COc1ccc(-n2cnc3c(NC(Cc4ccccc4)C(=O)O)ncnc32)cc1
19576.png,O=[N+]([O-])c1cc(Br)c(/N=N/c2ccc(O)cc2)c(Br)c1
19577.png,Cc1oc2cc(Cl)ccc2[n+]1C.[I-]
19578.png,CNCC1CCCCC1NC
19579.png,O=[N+]([O-])c1cc(S(=O)(=O)O)c(Cl)c(S(=O)(=O)O)c1
19580.png,CCN1C(=CC(C=C2Sc3ccc4ccccc4c3N2CC)=C2C(=O)N(CCOC)C(=O)N(CCOC)C2=O)Sc2ccc3ccccc3c21
19581.png,C=C1C(=CC=C2CCC[C@]3(C)[C@@H]([C@@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
19582.png,Cl.[H]/N=C(\N)CCNC(=O)c1cc(NC(=O)c2cc(NC(=O)CCCCCCCCC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(N)N)n(C)c4)n(C)c3)cn2C)cn1C
19583.png,CC(SC(C)C(=O)NN=Cc1ccc(F)cc1)C(=O)NN=Cc1ccc(F)cc1
19584.png,OC1(c2ccccc2)CN(CCBr)CCO1
19585.png,N#CC(C#N)=Cc1ccc2ccccc2c1
19586.png,CCN1C(=O)c2ccccc2C1(O)c1ccc(Cl)cc1
19587.png,c1ccc(CN2COc3ccc4c(c3C2)CN(Cc2ccccc2)CO4)cc1
19588.png,CC(C)[C@@H]1NC(=O)CCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(N)=O)CCCCCCNC1=O
19589.png,COC(=O)C1=CC2CC1C(S(=O)(=O)c1ccccc1)C2S(=O)(=O)c1ccccc1
19590.png,COc1ccc(CCNC(=O)C(C)Cl)cc1OC
19591.png,CCCCCc1cc(O)c2c(c1)OC(C)(CCC=C(C)C)C=C2
19592.png,COC(=O)CC[NH+]1CC1.O=C([O-])c1ccccc1
19593.png,CCOC(=O)C1(c2ccccc2)CC[NH+](CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CC1.[Cl-]
19594.png,CCN(CC)CCOc1ccc(Cc2nc3c(c(=O)n(C)c(=O)n3C)n2CCN(CC)CC)cc1
19595.png,CCCCCCCCO[C@@H]1O[C@H](COS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](O[C@@H]2O[C@H](COS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](O[C@@H]3O[C@H](COS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](O[C@@H]4O[C@H](COS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]4OS(=O)(=O)O)[C@H]3OS(=O)(=O)O)[C@H]2OS(=O)(=O)O)[C@H]1OS(=O)(=O)O
19596.png,CCN(CC)CCCN1C(=O)C(c2ccccc2)c2ccccc21
19597.png,Nc1ccnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)n1
19598.png,C=C[C@]1(C)C[C@H](OC(=O)C(=C)C(O)CO)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]1C(=C)CO
19599.png,CC(C)c1ccc2c(c1)CCC1C(C/N=C(\N)CSS(=O)(=O)O)CCCC21C
19600.png,CCOC(=O)CN(C1CCCCC1)C1CCCCC1
19601.png,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCCS(=O)(=O)C1
19602.png,CC(C)CC(NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(=O)NC(C=O)CCCN=C(N)N
19603.png,C[N+](C)(C)CC#CCOC(=O)Nc1ccc(Cl)cc1.[I-]
19604.png,Nc1ncnc2c1ncn2C1CCC(=O)C1
19605.png,C=C(Br)CNC(C)=O
19606.png,COC1C(CNC23CC4CC(CC(C4)C2)C3)OC2OC(C)(C)OC21
19607.png,CCCC[C@@H]1CCS(=O)C1
19608.png,Cc1cccc(NC(=O)c2ccc([N+](=O)[O-])cc2)n1
19609.png,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O
19610.png,CC(=O)[c-]1[c-][c-][c-][c-]1.[Fe].[c-]1[c-][c-][cH-][c-]1
19611.png,COc1cc2c(cc1O)CC1c3c(cc(OC)c(O)c3-2)CC[N+]1(C)C
19612.png,Nc1nc(N)c(N)c(N=O)n1
19613.png,O=C1C(O)C(O)OC(CO)C1O
19614.png,CC(=O)Oc1cc2c(cc1OC(C)=O)[C@H]1CC[C@]3(C)[C@@H](OC(C)=O)CC[C@H]3[C@@H]1CC2
19615.png,O=CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
19616.png,O=C(O)C(=O)CC(=O)c1ccc(Cl)cc1
19617.png,O=C(NCC1COC(CNC(=O)c2ccccc2)CO1)c1ccccc1
19618.png,CC1(C)CC2(C)CC1CC2O
19619.png,O=S(=O)(C=CS(=O)(=O)c1ccccc1)c1ccccc1
19620.png,CCCC(COC(N)=O)C(C)OC(N)=O
19621.png,CN1CC(=CC=Cc2ccccc2)C(=O)C(=CC=Cc2ccccc2)C1
19622.png,CC(NS(=O)(=O)Cc1ccccc1)C(=O)NNc1ccccc1
19623.png,C=C(F)F.FC(F)=C(F)C(F)(F)F.FC(F)=C(F)F
19624.png,Cl.O=P(c1ccccc1)(c1ccccc1)C(CCN1CCCC1)(c1ccccc1)c1ccccc1
19625.png,CCCCCCCCNC(C(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1
19626.png,CNc1ccc2nc(-c3ccc(OC(=O)N(C)C)cc3)cn2c1
19627.png,CCCCCCCCCC1OCC(C)(C)CO1
19628.png,CC1OC(O[C@H]2C[C@@H](O)[C@]3(C)[C@H]4[C@H](O)C[C@]5(C)C(C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C(O)C(O)C1O
19629.png,COc1cc(NCC(C)(O)CN2CCCC(C)C2C)c2ncccc2c1
19630.png,O=C(NP(=O)(N1CC1)N1CC1)c1ccc(Br)cc1
19631.png,CC(=O)Oc1ccc(/N=[N+](\[O-])c2ccc(OC(C)=O)cc2)cc1
19632.png,COc1ccc(CC(NC(=O)CI)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1
19633.png,CCOC=C1N=C(c2ccccc2Br)OC1=O
19634.png,CC(=O)Nc1c(C)c(C(=O)O)c(C)c(N(C)C(C)=O)c1C
19635.png,CCC(=C(CC)c1ccc(N)cc1)c1ccccc1
19636.png,Cc1ccc(NS(=O)(=O)Cc2ccccc2)cc1
19637.png,CC(=NNC(N)=O)c1cccc([N+](=O)[O-])c1
19638.png,CC(=O)OC1OC(CO)C(OCc2ccccc2)C(OCc2ccccc2)C1OC(C)=O
19639.png,Oc1cc2ccccc2cc1Br
19640.png,O=C(NCCc1cnc[nH]1)C(F)(F)F.O=C(O)C(F)(F)F
19641.png,Cc1ncc2c(n1)c(=O)n(C)c(=O)n2C
19642.png,COC1(C)OC[C@@]2(C)OC(C)C1(C)C2O[Si](C)(C)c1ccccc1
19643.png,NCCSC(=O)SCCN
19644.png,O=C1CC[C@](c2ccccc2)(C2CCN(Cc3ccc(Br)cc3)CC2)C(=O)N1
19645.png,COc1ccc2c(c1OC)N(C)C1N3C(=O)C4(C)SSC3(CC21Cl)C(=O)N4C
19646.png,O=C(Nc1ccc(F)cc1)N1c2ccccc2SC12CCCC2
19647.png,CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2cccc(OCC)c2)cc1.Cl
19648.png,c1ccc(N2N=NC3CCCC32N2CCCCC2)cc1
19649.png,COc1ccc([N+](=O)[O-])cc1Cl
19650.png,COc1ccc(OC)c(C(C)(O)C[N+](C)(C)C)c1
19651.png,CC1[N-]CCCN(CCN(C)C)CCC[N-]C(C)c2cccc1n2.[Ni+3].[O-][Cl+](O)(O)O
19652.png,C=C(CC(=O)O)C(=O)O.C=COC(C)=O
19653.png,CCCCCCCc1cc(OC(=O)c2c(C)cc(OC)cc2O)cc(O)c1C(=O)O
19654.png,CCCCCCCCCCCC[N+](C)(C)Cc1cc(=O)c(O)co1.CCCCCCCCCC[N+](C)(C)Cc1cc(=O)c(O)co1.CCCCCCCC[N+](C)(C)Cc1cc(=O)c(O)co1
19655.png,O=P(O)(O)C(N1CCN(C(P(=O)(O)O)P(=O)(O)O)CCN(C(P(=O)(O)O)P(=O)(O)O)CC1)P(=O)(O)O
19656.png,CC[NH+](CC)CCOC1(c2ccc(Cl)cc2)CCCCC1.[Cl-]
19657.png,CO[C@H](c1ccccc1)[C@H](O)[C@](O)(c1ccccc1)P(=O)(OC)OC
19658.png,CCCCCCCCCCCCCC[n+]1ccccc1.[Cl-]
19659.png,CCCCCCC(=O)C=Cc1ccc(OC(=O)c2ccc(OC)cc2)cc1
19660.png,CCOP(=S)(OCC)c1ccccc1
19661.png,CCCCCC(C)(C)c1ccc(OCCOCC(=O)O)c(Br)c1
19662.png,CC(C)c1ccc2c(c1)CCC1C(C)(CN)CCCC21C
19663.png,CC1=C[C@H](OC=C2C(=O)O[C@@H]3C4=C(CCC[C@@H]4C)C[C@H]23)OC1=O
19664.png,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O
19665.png,Nc1nc(N)c2c(ccc3c(Cl)c(Cl)ccc32)n1
19666.png,CO[N+]([O-])=CC(=O)NCCCC(N)=O
19667.png,O=C(O)CCc1ccc(CSCCCl)cc1
19668.png,C=C1C(=CC=C2CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](F)C(C)(C)O)CC[C@@H]23)C[C@H](O)C[C@H]1O
19669.png,O=P([O-])([O-])[O-].[Al+3].[Cl-]
19670.png,C(#Cc1ccccc1)c1ccccc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
19671.png,Cc1cn(C2CC3OP(=S)(Nc4ccccc4)OCC3O2)c(=O)[nH]c1=O
19672.png,CCSc1ncnc2ccccc12
19673.png,COC(=O)NN=Cc1ccc(N(CCBr)CCBr)cc1
19674.png,NC(=O)c1ccc(NC(=O)c2ccccc2SC(=O)CCCC[n+]2ccccc2)cc1
19675.png,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1
19676.png,O=c1oc2ccc([N+](=O)[O-])cc2c(Nc2ccc3c(c2)Sc2ccccc2O3)c1[N+](=O)[O-]
